root cubes at depth 2 (rule (a) only): open=25339 short(stop)=154 total=25493
to run: 25493 cubes (0 already journaled; skipped {}; retry=['error'])
solver: cadical /Users/jiaruixu/work_space/smp-max/cadical-src/build/cadical (Version 3.0.1 c60730422e758ef1cebe7aeddf2dda31c996bf04)
base formula: 84882 vars, 2709212 clauses, 48.7 MB, sha256 28421fb68b0f494b..., built in 1.9s
journal header written: base_sha256=28421fb68b0f494b99d1918aa64cff248443161dc7a6c220e0c3e895a67df59b solver=cadical (Version 3.0.1 c60730422e758ef1cebe7aeddf2dda31c996bf04)
[22462/241087 28130.0s] 0,1,4,2,3;1,5;0,1,2,5,3: verified [cadical] solve=1.01s lrat=36.9MB cake=2.51s cnf_sha=55d4b9f5edee
[22463/241087 28130.6s] 0,1,4,2,3;1,5;0,1,3,5,2: verified [cadical] solve=1.01s lrat=36.7MB cake=2.51s cnf_sha=12fb322ab658
[22464/241087 28130.6s] 0,1,4,2,3;1,5;0,2,1,3,5: verified [cadical] solve=1.01s lrat=33.9MB cake=2.51s cnf_sha=b64fceb0dda1
[22465/241087 28131.0s] 0,1,4,2,3;1,5;0,5,2,1,3: verified [cadical] solve=1.01s lrat=34.7MB cake=2.51s cnf_sha=40409c7f2587
[22466/241087 28131.4s] 0,1,4,2,3;1,5;0,5,3,1,2: verified [cadical] solve=1.01s lrat=37.1MB cake=2.51s cnf_sha=2f14d7eb2c4c
[22467/241087 28131.4s] 0,1,4,2,3;1,5;0,1,2,5,4: verified [cadical] solve=1.01s lrat=35.3MB cake=2.51s cnf_sha=d16a1e51b968
[22468/241087 28131.7s] 0,1,4,2,3;1,5;0,1,4,2,5: verified [cadical] solve=1.01s lrat=35.3MB cake=2.51s cnf_sha=d46cfb6954ad
[22469/241087 28131.9s] 0,1,4,2,3;1,5;0,4,1,2,5: verified [cadical] solve=1.01s lrat=35.5MB cake=2.51s cnf_sha=f80534bed381
[22470/241087 28132.7s] 0,1,4,2,3;1,5;0,5,2,1,4: verified [cadical] solve=1.01s lrat=34.8MB cake=2.51s cnf_sha=fd5a60cba1ad
[22471/241087 28133.7s] 0,1,4,2,3;1,5;0,5,4,1,2: verified [cadical] solve=1.01s lrat=34.5MB cake=2.51s cnf_sha=60c121e3dce2
[22472/241087 28133.9s] 0,1,4,2,3;1,5;0,1,3,5,4: verified [cadical] solve=1.01s lrat=34.5MB cake=2.51s cnf_sha=17c3cc758713
[22473/241087 28134.6s] 0,1,4,2,3;1,5;0,1,4,3,5: verified [cadical] solve=1.01s lrat=33.1MB cake=2.51s cnf_sha=d0b552a7a490
[22474/241087 28134.6s] 0,1,4,2,3;1,5;0,4,1,3,5: verified [cadical] solve=1.01s lrat=35.7MB cake=2.51s cnf_sha=efbc95f38200
[22475/241087 28135.0s] 0,1,4,2,3;1,5;0,5,3,1,4: verified [cadical] solve=1.01s lrat=34.6MB cake=2.51s cnf_sha=5413e484fc05
[22476/241087 28135.4s] 0,1,4,2,3;1,5;0,5,4,1,3: verified [cadical] solve=1.01s lrat=34.8MB cake=2.51s cnf_sha=17aa5399a188
[22477/241087 28135.8s] 0,1,4,2,3;1,5;0,2,3,5,4: verified [cadical] solve=1.01s lrat=39.6MB cake=3.01s cnf_sha=e969ca683f90
[22478/241087 28136.0s] 0,1,4,2,3;1,5;0,2,5,3,4: verified [cadical] solve=1.01s lrat=39.7MB cake=3.01s cnf_sha=cc6467b08678
[22479/241087 28136.2s] 0,1,4,2,3;1,5;0,2,5,4,3: verified [cadical] solve=1.01s lrat=36.2MB cake=3.02s cnf_sha=ca7078f10ddb
[22480/241087 28136.6s] 0,1,4,2,3;1,5;0,4,2,3,5: verified [cadical] solve=1.01s lrat=39.8MB cake=2.51s cnf_sha=8288fc381e9b
[22481/241087 28137.7s] 0,1,4,2,3;1,5;0,4,2,5,3: verified [cadical] solve=1.01s lrat=40.9MB cake=2.51s cnf_sha=fe7e4e36bbdf
[22482/241087 28137.9s] 0,1,4,2,3;1,5;0,4,3,5,2: verified [cadical] solve=1.01s lrat=38.4MB cake=2.51s cnf_sha=6bc64150ac50
[22483/241087 28138.5s] 0,1,4,2,3;1,5;0,5,2,3,4: verified [cadical] solve=1.0s lrat=37.7MB cake=2.51s cnf_sha=e49315fefcca
[22484/241087 28138.5s] 0,1,4,2,3;1,5;0,5,3,4,2: verified [cadical] solve=1.01s lrat=37.0MB cake=2.51s cnf_sha=12d53f164449
[22485/241087 28138.9s] 0,1,4,2,3;1,5;0,5,4,2,3: verified [cadical] solve=1.01s lrat=36.0MB cake=2.51s cnf_sha=0c93efa7dacb
[22486/241087 28139.3s] 0,1,4,2,3;1,5;1,2,3,5,4: verified [cadical] solve=1.01s lrat=37.7MB cake=2.51s cnf_sha=51d0daae38eb
[22487/241087 28139.8s] 0,1,4,2,3;1,5;1,2,5,3,4: verified [cadical] solve=1.01s lrat=23.1MB cake=2.51s cnf_sha=8e99b76aa3b9
[22488/241087 28140.0s] 0,1,4,2,3;1,5;1,2,5,4,3: verified [cadical] solve=1.01s lrat=37.8MB cake=2.51s cnf_sha=8992f07e2aac
[22489/241087 28140.2s] 0,1,4,2,3;1,5;1,3,5,4,2: verified [cadical] solve=1.01s lrat=39.2MB cake=2.51s cnf_sha=bd36a2c2f4be
[22490/241087 28140.6s] 0,1,4,2,3;1,5;1,4,2,5,3: verified [cadical] solve=1.01s lrat=34.3MB cake=2.51s cnf_sha=93a6a7a97335
[22491/241087 28141.2s] 0,1,4,2,3;1,5;0,1,2,3,5,4: verified [cadical] solve=0.51s lrat=16.6MB cake=2.51s cnf_sha=d9f89a0e4ded
[22492/241087 28141.6s] 0,1,4,2,3;1,5;1,4,3,5,2: verified [cadical] solve=1.01s lrat=38.3MB cake=2.51s cnf_sha=61429ec3e984
[22493/241087 28141.9s] 0,1,4,2,3;1,5;0,1,2,5,3,4: verified [cadical] solve=0.5s lrat=17.1MB cake=2.51s cnf_sha=f061432652ad
[22494/241087 28142.3s] 0,1,4,2,3;1,5;0,1,3,4,2,5: verified [cadical] solve=0.5s lrat=16.6MB cake=2.51s cnf_sha=ff6848b17d32
[22495/241087 28142.5s] 0,1,4,2,3;1,5;0,1,2,5,4,3: verified [cadical] solve=1.01s lrat=31.6MB cake=2.51s cnf_sha=df9eb586ecfa
[22496/241087 28142.7s] 0,1,4,2,3;1,5;0,1,3,5,4,2: verified [cadical] solve=0.51s lrat=16.3MB cake=2.52s cnf_sha=60bda8a65952
[22497/241087 28143.1s] 0,1,4,2,3;1,5;0,1,4,2,3,5: verified [cadical] solve=0.51s lrat=16.7MB cake=2.51s cnf_sha=68ec4f9fffe7
[22498/241087 28143.9s] 0,1,4,2,3;1,5;0,1,4,2,5,3: verified [cadical] solve=1.01s lrat=16.6MB cake=2.51s cnf_sha=182d86c46f93
[22499/241087 28143.9s] 0,1,4,2,3;1,5;0,2,1,3,5,4: verified [cadical] solve=0.5s lrat=16.6MB cake=2.51s cnf_sha=c7af0e441d90
[22500/241087 28144.2s] 0,1,4,2,3;1,5;0,1,4,3,5,2: verified [cadical] solve=1.01s lrat=16.8MB cake=2.51s cnf_sha=8be39fad8ab2
[22501/241087 28144.6s] 0,1,4,2,3;1,5;0,2,1,4,3,5: verified [cadical] solve=0.5s lrat=17.0MB cake=2.51s cnf_sha=b5b38e00bd02
[22502/241087 28145.0s] 0,1,4,2,3;1,5;0,2,5,3,1,4: verified [cadical] solve=0.5s lrat=16.3MB cake=2.51s cnf_sha=3d309b152bb3
[22503/241087 28145.2s] 0,1,4,2,3;1,5;0,2,5,4,1,3: verified [cadical] solve=0.5s lrat=16.7MB cake=2.51s cnf_sha=bc7e911590ac
[22504/241087 28145.4s] 0,1,4,2,3;1,5;0,4,1,2,5,3: verified [cadical] solve=0.5s lrat=17.0MB cake=2.01s cnf_sha=a6e88707b435
[22505/241087 28145.6s] 0,1,4,2,3;1,5;0,4,1,2,3,5: verified [cadical] solve=0.5s lrat=16.8MB cake=2.51s cnf_sha=5dc62d53b70a
[22506/241087 28146.6s] 0,1,4,2,3;1,5;0,4,1,3,5,2: verified [cadical] solve=1.01s lrat=16.7MB cake=2.51s cnf_sha=57a490d965ab
[22507/241087 28147.1s] 0,1,4,2,3;1,5;0,4,2,1,3,5: verified [cadical] solve=1.01s lrat=31.9MB cake=2.51s cnf_sha=babff2b3cd81
[22508/241087 28147.3s] 0,1,4,2,3;1,5;0,4,3,1,2,5: verified [cadical] solve=0.5s lrat=16.5MB cake=2.51s cnf_sha=ffc3c3bd3835
[22509/241087 28147.9s] 0,1,4,2,3;1,5;0,5,2,1,3,4: verified [cadical] solve=1.01s lrat=31.7MB cake=2.51s cnf_sha=455047f70b12
[22510/241087 28147.9s] 0,1,4,2,3;1,5;0,5,2,3,1,4: verified [cadical] solve=0.5s lrat=16.7MB cake=2.51s cnf_sha=cd7c5cc04b59
[22511/241087 28148.1s] 0,1,4,2,3;1,5;0,5,2,1,4,3: verified [cadical] solve=1.01s lrat=34.8MB cake=2.51s cnf_sha=5fdf00ed9ad3
[22512/241087 28148.3s] 0,1,4,2,3;1,5;0,5,3,1,4,2: verified [cadical] solve=0.5s lrat=16.6MB cake=2.51s cnf_sha=f79ddc921900
[22513/241087 28149.1s] 0,1,4,2,3;1,5;0,5,3,4,1,2: verified [cadical] solve=1.01s lrat=32.6MB cake=2.51s cnf_sha=a71b5ff15ca4
[22514/241087 28149.3s] 0,1,4,2,3;1,5;0,5,4,1,2,3: verified [cadical] solve=1.0s lrat=32.9MB cake=2.51s cnf_sha=2b79ff3e016a
[22515/241087 28149.6s] 0,1,4,2,3;1,5;0,5,4,2,1,3: verified [cadical] solve=1.01s lrat=16.4MB cake=2.51s cnf_sha=a965f6169dce
[22516/241087 28150.0s] 0,1,4,2,3;1,5;0,5,4,3,1,2: verified [cadical] solve=0.5s lrat=17.0MB cake=2.51s cnf_sha=2d5cd658506b
[22517/241087 28150.4s] 0,1,3,4,2;2,5;stop: verified [cadical] solve=0.5s lrat=15.1MB cake=2.51s cnf_sha=26411f234c23
[22518/241087 28161.9s] 0,1,3,4,2;2,5;0,1,2: verified [cadical] solve=5.52s lrat=158.2MB cake=5.52s cnf_sha=1408a764b08c
[22519/241087 28175.9s] 0,1,3,4,2;2,5;0,1,3: verified [cadical] solve=7.05s lrat=225.1MB cake=6.53s cnf_sha=b11829e9343f
[22520/241087 28176.8s] 0,1,3,4,2;2,5;4,5: verified [cadical] solve=13.55s lrat=422.3MB cake=12.55s cnf_sha=a422d65675fe
[22521/241087 28185.3s] 0,1,3,4,2;2,5;0,1,5: verified [cadical] solve=3.52s lrat=117.2MB cake=4.53s cnf_sha=66092d3ebb98
[22522/241087 28187.4s] 0,1,3,4,2;2,5;0,1,4: verified [cadical] solve=5.02s lrat=169.5MB cake=6.03s cnf_sha=c215af70b174
[22523/241087 28187.6s] 0,1,3,4,2;2,5;0,2: verified [cadical] solve=21.59s lrat=636.5MB cake=18.07s cnf_sha=af973749a643
[22524/241087 28193.1s] 0,1,3,4,2;2,5;1,5: verified [cadical] solve=22.08s lrat=697.1MB cake=21.07s cnf_sha=04f3df78aebe
[22525/241087 28195.4s] 0,1,3,4,2;2,5;3,5: verified [cadical] solve=23.09s lrat=759.3MB cake=22.09s cnf_sha=ddf698b5834d
[22526/241087 28195.8s] 0,1,3,4,2;2,5;0,2,3: verified [cadical] solve=4.52s lrat=133.5MB cake=5.53s cnf_sha=9171dc6e2c06
[22527/241087 28198.3s] 0,1,3,4,2;2,5;0,3,2: verified [cadical] solve=4.52s lrat=159.5MB cake=6.02s cnf_sha=1c0b4c1a7ad8
[22528/241087 28199.5s] 0,1,3,4,2;2,5;0,4,2: verified [cadical] solve=5.04s lrat=167.6MB cake=6.53s cnf_sha=cdb1ed9263ec
[22529/241087 28201.2s] 0,1,3,4,2;2,5;1,2: verified [cadical] solve=26.61s lrat=868.5MB cake=25.59s cnf_sha=48e08b678bf9
[22530/241087 28203.4s] 0,1,3,4,2;2,5;2,3: verified [cadical] solve=27.1s lrat=908.5MB cake=26.1s cnf_sha=3c1fccbc2360
[22531/241087 28204.1s] 0,1,3,4,2;2,5;0,3,4: verified [cadical] solve=5.52s lrat=145.2MB cake=5.02s cnf_sha=fff52c4337b7
[22532/241087 28204.3s] 0,1,3,4,2;2,5;0,3,5: verified [cadical] solve=4.02s lrat=126.4MB cake=4.52s cnf_sha=ff15fa4fb074
[22533/241087 28204.3s] 0,1,3,4,2;2,5;0,4,5: verified [cadical] solve=3.52s lrat=135.0MB cake=4.52s cnf_sha=39ec7e6ff61a
[22534/241087 28207.4s] 0,1,3,4,2;2,5;0,3: verified [cadical] solve=32.12s lrat=951.0MB cake=26.61s cnf_sha=710cfaf0ec39
[22535/241087 28209.2s] 0,1,3,4,2;2,5;1,3,2: verified [cadical] solve=5.02s lrat=185.7MB cake=5.52s cnf_sha=b6a01b90205c
[22536/241087 28210.5s] 0,1,3,4,2;2,5;1,4,2: verified [cadical] solve=5.02s lrat=180.3MB cake=5.52s cnf_sha=e215d51986a7
[22537/241087 28213.1s] 0,1,3,4,2;2,5;2,3,4: verified [cadical] solve=4.02s lrat=131.1MB cake=4.53s cnf_sha=c8eb78492098
[22538/241087 28215.2s] 0,1,3,4,2;2,5;1,3,4: verified [cadical] solve=7.03s lrat=217.6MB cake=6.53s cnf_sha=f1102b277658
[22539/241087 28215.4s] 0,1,3,4,2;2,5;3,4,5: verified [cadical] solve=3.02s lrat=127.1MB cake=4.52s cnf_sha=e868ac03c6a0
[22540/241087 28215.4s] 0,1,3,4,2;2,5;0,1,3,2: verified [cadical] solve=1.51s lrat=53.8MB cake=3.02s cnf_sha=76b30f37718c
[22541/241087 28215.6s] 0,1,3,4,2;2,5;0,1,2,3: verified [cadical] solve=2.51s lrat=76.5MB cake=3.52s cnf_sha=20189ec47eb9
[22542/241087 28216.1s] 0,1,3,4,2;2,5;1,3,5: verified [cadical] solve=6.03s lrat=193.5MB cake=6.03s cnf_sha=f09f22e62821
[22543/241087 28216.3s] 0,1,3,4,2;2,5;1,5,4: verified [cadical] solve=5.53s lrat=174.8MB cake=6.03s cnf_sha=c90d5ef70677
[22544/241087 28216.5s] 0,1,3,4,2;2,5;1,4,5: verified [cadical] solve=6.03s lrat=183.8MB cake=6.03s cnf_sha=218f8ce2a24a
[22545/241087 28218.1s] 0,1,3,4,2;2,5;0,2,1,3: verified [cadical] solve=1.51s lrat=56.0MB cake=3.01s cnf_sha=efb5ed3b8d45
[22546/241087 28218.7s] 0,1,3,4,2;2,5;0,4: verified [cadical] solve=35.64s lrat=1142.1MB cake=34.12s cnf_sha=62e13da409cd
[22547/241087 28220.0s] 0,1,3,4,2;2,5;0,2,1,5: verified [cadical] solve=1.01s lrat=47.9MB cake=3.01s cnf_sha=4c794ce173ce
[22548/241087 28220.2s] 0,1,3,4,2;2,5;0,1,4,2: verified [cadical] solve=1.51s lrat=54.0MB cake=3.01s cnf_sha=55575cabd666
[22549/241087 28220.4s] 0,1,3,4,2;2,5;0,2,1,4: verified [cadical] solve=1.51s lrat=53.4MB cake=3.01s cnf_sha=2bc43639654f
[22550/241087 28221.2s] 0,1,3,4,2;2,5;0,4,1,2: verified [cadical] solve=2.01s lrat=76.8MB cake=3.52s cnf_sha=2d14f802bebc
[22551/241087 28221.4s] 0,1,3,4,2;2,5;0,1,3,4: verified [cadical] solve=1.51s lrat=63.3MB cake=3.52s cnf_sha=147c938c551f
[22552/241087 28221.4s] 0,1,3,4,2;2,5;0,1,3,5: verified [cadical] solve=1.51s lrat=53.5MB cake=3.01s cnf_sha=f8f50c5a80c7
[22553/241087 28222.7s] 0,1,3,4,2;2,5;0,4,1,3: verified [cadical] solve=2.51s lrat=85.0MB cake=3.52s cnf_sha=6362e0435e53
[22554/241087 28223.1s] 0,1,3,4,2;2,5;0,1,5,3: verified [cadical] solve=1.51s lrat=57.0MB cake=3.01s cnf_sha=7b77be2e2880
[22555/241087 28223.7s] 0,1,3,4,2;2,5;1,4: verified [cadical] solve=40.15s lrat=1202.0MB cake=34.12s cnf_sha=1f1fa8757822
[22556/241087 28223.7s] 0,1,3,4,2;2,5;0,1,4,5: verified [cadical] solve=1.51s lrat=49.5MB cake=3.01s cnf_sha=64016447da49
[22557/241087 28224.3s] 0,1,3,4,2;2,5;0,1,5,4: verified [cadical] solve=1.01s lrat=46.2MB cake=3.01s cnf_sha=257c49652a57
[22558/241087 28225.2s] 0,1,3,4,2;2,5;0,4,1,5: verified [cadical] solve=1.51s lrat=53.8MB cake=3.01s cnf_sha=9f4dfd749844
[22559/241087 28225.4s] 0,1,3,4,2;2,5;0,2,3,4: verified [cadical] solve=1.51s lrat=53.1MB cake=3.01s cnf_sha=997ab448e088
[22560/241087 28225.6s] 0,1,3,4,2;2,5;0,3,4,2: verified [cadical] solve=1.01s lrat=45.4MB cake=3.01s cnf_sha=2372e61324b6
[22561/241087 28225.8s] 0,1,3,4,2;2,5;0,2,3,5: verified [cadical] solve=1.01s lrat=45.5MB cake=3.01s cnf_sha=1df86348a30f
[22562/241087 28226.4s] 0,1,3,4,2;2,5;0,4,2,3: verified [cadical] solve=1.51s lrat=59.0MB cake=3.01s cnf_sha=abcbd7f2d373
[22563/241087 28227.0s] 0,1,3,4,2;2,5;0,3,4,5: verified [cadical] solve=1.01s lrat=49.4MB cake=3.01s cnf_sha=93c1ae797324
[22564/241087 28228.5s] 0,1,3,4,2;2,5;0,3,5,4: verified [cadical] solve=1.51s lrat=64.9MB cake=3.52s cnf_sha=29dfe371ddcb
[22565/241087 28228.7s] 0,1,3,4,2;2,5;0,4,5,3: verified [cadical] solve=1.51s lrat=56.4MB cake=3.02s cnf_sha=e15570e59ac5
[22566/241087 28228.7s] 0,1,3,4,2;2,5;1,2,3,4: verified [cadical] solve=1.51s lrat=54.3MB cake=3.01s cnf_sha=aee69f0c0e68
[22567/241087 28229.3s] 0,1,3,4,2;2,5;1,3,4,2: verified [cadical] solve=1.51s lrat=56.7MB cake=3.01s cnf_sha=2ea742053161
[22568/241087 28230.2s] 0,1,3,4,2;2,5;1,2,3,5: verified [cadical] solve=1.51s lrat=60.5MB cake=3.01s cnf_sha=b8b4167457b2
[22569/241087 28230.4s] 0,1,3,4,2;2,5;1,5,3,2: verified [cadical] solve=1.51s lrat=64.7MB cake=3.01s cnf_sha=602520bfcef1
[22570/241087 28230.6s] 0,1,3,4,2;2,5;1,5,4,2: verified [cadical] solve=1.51s lrat=47.5MB cake=3.02s cnf_sha=76604d20e299
[22571/241087 28230.8s] 0,1,3,4,2;2,5;1,3,4,5: verified [cadical] solve=1.51s lrat=63.1MB cake=3.02s cnf_sha=9d7b1e4630f0
[22572/241087 28232.2s] 0,1,3,4,2;2,5;1,3,5,4: verified [cadical] solve=2.01s lrat=76.8MB cake=3.52s cnf_sha=d1111f9aed1f
[22573/241087 28233.1s] 0,1,3,4,2;2,5;0,1,2,3,4: verified [cadical] solve=1.01s lrat=37.4MB cake=3.01s cnf_sha=42fd8776f9f6
[22574/241087 28233.1s] 0,1,3,4,2;2,5;0,1,3,4,2: verified [cadical] solve=1.0s lrat=41.2MB cake=3.01s cnf_sha=c85069cc020f
[22575/241087 28233.3s] 0,1,3,4,2;2,5;2,3,5,4: verified [cadical] solve=1.51s lrat=51.2MB cake=3.01s cnf_sha=2725d9134fd1
[22576/241087 28233.5s] 0,1,3,4,2;2,5;1,5,3,4: verified [cadical] solve=2.01s lrat=95.8MB cake=4.02s cnf_sha=c3ca35e4a93d
[22577/241087 28233.7s] 0,1,3,4,2;2,5;0,1,4,2,3: verified [cadical] solve=1.01s lrat=39.3MB cake=3.01s cnf_sha=c5c17bef9f40
[22578/241087 28234.1s] 0,1,3,4,2;2,5;0,2,1,3,4: verified [cadical] solve=1.01s lrat=37.4MB cake=2.53s cnf_sha=a4b49ad753df
[22579/241087 28234.5s] 0,1,3,4,2;2,5;0,3,4,1,2: verified [cadical] solve=1.01s lrat=41.9MB cake=2.51s cnf_sha=698a28846245
[22580/241087 28234.7s] 0,1,3,4,2;2,5;0,3,2,1,4: verified [cadical] solve=1.0s lrat=43.0MB cake=3.01s cnf_sha=cf295a2d5c26
[22581/241087 28234.7s] 0,1,3,4,2;2,5;0,4,1,2,3: verified [cadical] solve=1.01s lrat=35.8MB cake=2.51s cnf_sha=ca0fcba09e0b
[22582/241087 28236.2s] 0,1,3,4,2;2,5;0,4,1,3,2: verified [cadical] solve=1.01s lrat=40.2MB cake=2.51s cnf_sha=e03c9d52d0de
[22583/241087 28237.0s] 0,1,3,4,2;2,5;0,1,2,3,5: verified [cadical] solve=1.01s lrat=37.8MB cake=2.51s cnf_sha=0da54f51cff5
[22584/241087 28237.2s] 0,1,3,4,2;2,5;0,1,5,3,2: verified [cadical] solve=1.01s lrat=34.9MB cake=2.51s cnf_sha=42a501b60451
[22585/241087 28237.4s] 0,1,3,4,2;2,5;0,4,2,1,3: verified [cadical] solve=1.01s lrat=41.1MB cake=3.01s cnf_sha=af65ba5a6d77
[22586/241087 28237.6s] 0,1,3,4,2;2,5;0,2,1,5,3: verified [cadical] solve=1.01s lrat=34.7MB cake=2.51s cnf_sha=a8dc3437995a
[22587/241087 28237.9s] 0,1,3,4,2;2,5;0,2,1,3,5: verified [cadical] solve=1.01s lrat=34.3MB cake=3.01s cnf_sha=b6c7a6782894
[22588/241087 28238.5s] 0,1,3,4,2;2,5;0,3,2,1,5: verified [cadical] solve=1.01s lrat=38.4MB cake=3.01s cnf_sha=f6afb931c5eb
[22589/241087 28238.5s] 0,1,3,4,2;2,5;0,3,5,1,2: verified [cadical] solve=1.01s lrat=38.1MB cake=2.51s cnf_sha=eaa8c3828117
[22590/241087 28238.7s] 0,1,3,4,2;2,5;0,1,5,4,2: verified [cadical] solve=1.01s lrat=34.0MB cake=2.51s cnf_sha=7319ebf81a85
[22591/241087 28238.7s] 0,1,3,4,2;2,5;0,2,1,4,5: verified [cadical] solve=1.01s lrat=34.1MB cake=2.51s cnf_sha=bfc339b205a0
[22592/241087 28240.1s] 0,1,3,4,2;2,5;0,2,1,5,4: verified [cadical] solve=1.01s lrat=33.6MB cake=2.51s cnf_sha=850591afdb96
[22593/241087 28241.4s] 0,1,3,4,2;2,5;0,4,2,1,5: verified [cadical] solve=1.01s lrat=37.6MB cake=3.01s cnf_sha=845335a9d6d7
[22594/241087 28241.6s] 0,1,3,4,2;2,5;0,4,5,1,2: verified [cadical] solve=1.01s lrat=35.8MB cake=3.01s cnf_sha=50be80efaac7
[22595/241087 28241.8s] 0,1,3,4,2;2,5;0,1,3,4,5: verified [cadical] solve=1.01s lrat=35.5MB cake=3.01s cnf_sha=a7099da1b31e
[22596/241087 28242.0s] 0,1,3,4,2;2,5;0,1,3,5,4: verified [cadical] solve=1.01s lrat=39.4MB cake=3.01s cnf_sha=b99239799d34
[22597/241087 28242.2s] 0,1,3,4,2;2,5;0,1,4,5,3: verified [cadical] solve=1.01s lrat=39.5MB cake=3.02s cnf_sha=91b639ea1364
[22598/241087 28242.6s] 0,1,3,4,2;2,5;0,4,1,3,5: verified [cadical] solve=1.01s lrat=37.7MB cake=2.51s cnf_sha=967e8f32f1d5
[22599/241087 28242.9s] 0,1,3,4,2;2,5;0,1,5,3,4: verified [cadical] solve=1.01s lrat=40.2MB cake=3.01s cnf_sha=b8772e5c152f
[22600/241087 28242.9s] 0,1,3,4,2;2,5;0,3,4,1,5: verified [cadical] solve=1.01s lrat=39.3MB cake=3.01s cnf_sha=99dffafaf938
[22601/241087 28243.1s] 0,1,3,4,2;2,5;0,3,5,1,4: verified [cadical] solve=1.03s lrat=39.0MB cake=3.02s cnf_sha=b959720bd3ae
[22602/241087 28244.1s] 0,1,3,4,2;2,5;0,4,1,5,3: verified [cadical] solve=1.01s lrat=35.0MB cake=2.51s cnf_sha=de5c6707642c
[22603/241087 28245.3s] 0,1,3,4,2;2,5;0,4,5,1,3: verified [cadical] solve=1.01s lrat=40.4MB cake=2.51s cnf_sha=72723ec5ead0
[22604/241087 28245.5s] 0,1,3,4,2;2,5;0,2,3,4,5: verified [cadical] solve=1.01s lrat=36.3MB cake=2.51s cnf_sha=09d3cf745deb
[22605/241087 28245.8s] 0,1,3,4,2;2,5;0,2,3,5,4: verified [cadical] solve=1.01s lrat=33.2MB cake=2.51s cnf_sha=9173e0f1f3ef
[22606/241087 28246.0s] 0,1,3,4,2;2,5;0,3,5,4,2: verified [cadical] solve=1.01s lrat=33.5MB cake=2.51s cnf_sha=d7b0295d5cb7
[22607/241087 28246.6s] 0,1,3,4,2;2,5;0,4,2,3,5: verified [cadical] solve=1.01s lrat=38.4MB cake=3.02s cnf_sha=edfc77399909
[22608/241087 28246.8s] 0,1,3,4,2;2,5;1,2,3,5,4: verified [cadical] solve=1.01s lrat=21.6MB cake=2.51s cnf_sha=653817fb662f
[22609/241087 28247.0s] 0,1,3,4,2;2,5;0,4,5,3,2: verified [cadical] solve=1.01s lrat=35.3MB cake=3.02s cnf_sha=a60d0882c90c
[22610/241087 28247.2s] 0,1,3,4,2;2,5;1,2,3,4,5: verified [cadical] solve=1.01s lrat=35.3MB cake=3.01s cnf_sha=82880730fef2
[22611/241087 28247.4s] 0,1,3,4,2;2,5;1,3,5,4,2: verified [cadical] solve=1.01s lrat=37.9MB cake=3.01s cnf_sha=5b3da2a0fd80
[22612/241087 28248.5s] 0,1,3,4,2;2,5;1,4,2,3,5: verified [cadical] solve=1.01s lrat=37.4MB cake=3.01s cnf_sha=87a2b9001951
[22613/241087 28249.3s] 0,1,3,4,2;2,5;1,4,5,3,2: verified [cadical] solve=1.02s lrat=36.5MB cake=2.51s cnf_sha=965a9cc0f8d0
[22614/241087 28249.3s] 0,1,3,4,2;2,5;0,1,2,3,5,4: verified [cadical] solve=0.5s lrat=17.3MB cake=2.51s cnf_sha=dd57a575d408
[22615/241087 28249.5s] 0,1,3,4,2;2,5;1,5,3,4,2: verified [cadical] solve=1.01s lrat=37.7MB cake=2.51s cnf_sha=7944011c521e
[22616/241087 28249.7s] 0,1,3,4,2;2,5;0,1,2,3,4,5: verified [cadical] solve=1.01s lrat=17.1MB cake=2.51s cnf_sha=62cc7f90454d
[22617/241087 28249.9s] 0,1,3,4,2;2,5;0,1,3,5,4,2: verified [cadical] solve=0.5s lrat=16.6MB cake=2.51s cnf_sha=e6c4699bf362
[22618/241087 28250.1s] 0,1,3,4,2;2,5;0,1,4,2,3,5: verified [cadical] solve=0.5s lrat=16.5MB cake=2.51s cnf_sha=20c8604511ef
[22619/241087 28250.9s] 0,1,3,4,2;2,5;0,1,4,5,3,2: verified [cadical] solve=1.01s lrat=17.3MB cake=2.51s cnf_sha=828b5bcb8275
[22620/241087 28251.2s] 0,1,3,4,2;2,5;0,1,5,3,4,2: verified [cadical] solve=1.01s lrat=16.5MB cake=2.51s cnf_sha=10dd42d6ab5b
[22621/241087 28251.4s] 0,1,3,4,2;2,5;0,1,5,4,2,3: verified [cadical] solve=1.01s lrat=16.9MB cake=2.51s cnf_sha=58d4797fba1d
[22622/241087 28252.4s] 0,1,3,4,2;2,5;0,2,1,3,4,5: verified [cadical] solve=1.01s lrat=16.4MB cake=2.51s cnf_sha=87c29e898a41
[22623/241087 28252.6s] 0,1,3,4,2;2,5;0,2,1,3,5,4: verified [cadical] solve=0.5s lrat=16.7MB cake=2.51s cnf_sha=fe5438d7917e
[22624/241087 28252.6s] 0,1,3,4,2;2,5;0,2,1,4,5,3: verified [cadical] solve=0.5s lrat=16.4MB cake=2.51s cnf_sha=e6001554565b
[22625/241087 28253.0s] 0,1,3,4,2;2,5;0,2,3,4,1,5: verified [cadical] solve=0.5s lrat=16.3MB cake=2.51s cnf_sha=95fda39048c2
